plot,Tree number,Species,X coord,Y coord,T1_DBH,T1_BasalArea,Tree CX code,Leaf Cx,Leaf Density,Stem,Insects,Meristem,T2_DBH,T2_BasalArea,Tree height,DBH_inc,,
127,2092,PIPO,38.9,49.5,33.6,886.6823616,,2,1,1,2,2,35.6,995.3813756,24.92,2,,DFL
127,2190,PIPO,39.2,11.3,36.1,1023.537876,,2,2,2,2,2,38.6,1170.210859,24.14,2.5,,DSF
127,2191,PIPO,38.5,10.5,41.2,1333.165132,,2,2,2,2,2,43.3,1472.533919,28.89,2.1,,DSL
127,2196,PIPO,15,0.6,25.2,498.7588284,,2,2,2,2,0,28,615.75164,14.39,2.8,,DSL
127,2198,PIPO,43.4,1.2,44,1520.52956,,2,2,2,2,2,45.5,1625.969174,25.99,1.5,,DSB
127,2200,pipo,34.5,2.5,81.5,5216.806544,,2,2,2,2,2,79.1,4914.082932,31.36,-2.4,,DSI
127,5999,PIPO,31.5,20.5,10.1,80.11839898,,2,1,0,2,0,10.5,86.59007438,7.38,0.4,,
127,6000,PIPO,31,25,8.4,55.4176476,,,,,,,,0,,,,
137,2127,PIPO,12.7,6.3,30.2,716.3139359,LF,2,1,1,2,2,31,754.7669975,15.15,0.8,,
137,2129,PIPO,1,44.7,26.9,568.321485,LG,1,2,2,2,2,28.4,633.4702076,12.43,1.5,,
137,2131,PIPO,13.9,45.9,50,1963.49375,DFI,,,,,,,0,,,,
137,2132,PIPO,25,48.7,40.3,1275.556226,DFL,,,,,,,0,,,,
137,2134,PIPO,49.5,38.1,64.1,3227.049102,DSF,,,,,,,0,,,,
137,2135,PIPO,47.3,11.6,53.9,2281.744671,LE,2,2,2,2,1,54.3,2315.736675,21.13,0.4,,
137,2136,PIPO,46.2,4.1,32.8,844.9620464,LG,2,2,2,2,2,34.1,913.268067,14.51,1.3,,
137,2137,PIPO,34.4,4.7,56.9,2542.8108,LE,2,2,2,2,2,57.4,2587.696267,20.52,0.5,,
137,2138,PIPO,31.7,3.6,38.9,1188.471351,LF,2,1,1,2,2,38.9,1188.471351,15.32,0,,
137,2139,PIPO,29.3,11.1,35.5,989.7971994,LF,2,2,1,2,2,35.9,1012.228152,17.24,0.4,,
137,2140,PIPO,26.8,10.8,46,1661.90111,LG,2,2,2,2,2,46.4,1690.929402,18.4,0.4,,
137,2141,PIPO,24.1,5,50.9,2034.815697,LG,2,2,1,2,1,51.3,2066.922747,16.07,0.4,,
137,2142,PIPO,19.6,2.4,38.6,1170.210859,DSL,,,,,,,0,,,,
137,2144,PIPO,14.5,7.7,34.7,945.6892758,DSL,,,,,,,0,,,,
137,2145,PIPO,15.2,12.9,39,1194.589598,LG,2,1,2,2,1,38.6,1170.210859,19.83,-0.4,,
137,2147,PIPO,9,8.9,34.4,929.4079856,LG,2,2,1,2,2,35.7,1000.98126,18.86,1.3,,
137,2148,PIPO,7.8,5.2,30.1,711.577989,LF,2,1,1,2,2,30.5,730.6160244,14.69,0.4,,
137,2149,PIPO,6,4.4,39.5,1225.416449,LF,2,2,1,2,1,39.8,1244.101056,15.53,0.3,,
137,2150,PIPO,7.2,8,42,1385.44119,LF,2,1,2,2,2,42.6,1425.307967,19.07,0.6,,
137,2151,PIPO,5.7,10.5,44.1,1527.448912,LG,2,2,2,2,1,44.1,1527.448912,19.33,0,,
137,2152,PIPO,2.9,4.7,31.8,794.2253679,LG,1,1,1,2,2,32,804.24704,14.03,0.2,,
137,2153,PIPO,5.3,1.9,35.5,989.7971994,LG,2,2,1,2,1,35.9,1012.228152,12.86,0.4,,
137,2161,PIPO,22.4,21.7,48.5,1847.451269,LF,1,2,2,2,0,48.1,1817.10351,17.96,-0.4,,
137,2163,PIPO,26.9,17.6,33.1,860.489355,LG,2,2,1,2,2,34.5,934.8193744,13.36,1.4,,
137,2164,PIPO,41.5,15.4,45.8,1647.481212,LF,2,1,1,2,1,46.6,1705.537795,15.58,0.8,,
137,2165,PIPO,47.4,18.6,58.8,2715.464732,LF,2,1,1,2,1,58.1,2651.195655,19.28,-0.7,,
137,2166,PIPO,47.7,25.9,36.5,1046.345819,LG,2,2,1,2,2,37.2,1086.864476,18.54,0.7,,
137,2167,PIPO,42.8,28.1,32.4,824.4788796,LF,2,1,1,2,1,32.8,844.9620464,18.4,0.4,,
137,2168,PIPO,43.7,34,38.1,1140.090865,LP,2,2,1,2,2,37.9,1128.152823,19.5,-0.2,,
137,2169,PIPO,41.7,32.3,45.6,1633.124146,LG,2,2,1,2,1,47.1,1742.333668,18.06,1.5,,
137,2170,PIPO,38.7,31.9,50.8,2026.828204,LG,2,2,1,2,2,50.6,2010.900343,18.71,-0.2,,
137,2173,PIPO,20.7,37,45.6,1633.124146,LG,2,2,1,2,2,45.8,1647.481212,15.06,0.2,,
137,2174,PIPO,7.2,27.6,33.7,891.9680868,LF,2,1,1,2,1,34.5,934.8193744,17.6,0.8,,
137,2177,PIPO,20.1,26.9,36.9,1069.40509,LF,2,2,1,2,1,37.2,1086.864476,19.07,0.3,,
137,2178,PIPO,21.9,26,29.9,702.153219,LF,2,2,1,2,1,31.8,794.2253679,10.72,1.9,,
137,2180,PIPO,19.8,34,56.1,2471.810866,LG,2,2,2,2,2,56.8,2533.88083,21.3,0.7,,
137,2183,PIPO,11.7,18,36.9,1069.40509,LG,2,2,1,2,2,38.2,1146.083448,19.77,1.3,,
137,2184,PIPO,10.3,12.4,26.9,568.321485,DSB,,,,,,,0,,,,
137,2185,PIPO,9.7,16.5,36.4,1040.620272,DSI,,,,,,,0,,,,
137,2186,PIPO,5.4,18.8,38.6,1170.210859,LG,2,1,1,2,2,39.8,1244.101056,18.9,1.2,,
141,901,PIPO,26,30.2,32.5,829.5761094,,,,,,,34.6,940.2464711,23.31,2.1,,
141,923,PIPO,7.9,20.8,59.1,2743.244242,,,,,,,60.8,2903.331814,38.99,1.7,,
141,926,PIPO,15.4,27.2,60.3,2855.775996,,,,,,,61.6,2980.237938,33.14,1.3,,
141,927,PIPO,17.3,27.7,38.3,1152.091739,,,,,,,38.2,1146.083448,20.61,-0.1,,
141,938,PIPO,46.9,17.4,51.4,2074.988779,,,,,,,51.5,2083.070519,30.78,0.1,,
141,963,PIPO,20.7,12.4,56.4,2498.318032,,,,,,,55.7,2436.68789,30.58,-0.7,,
141,964,PIPO,21.5,0.1,65.3,3349.005626,,,,,,,65.5,3369.551624,38.09,0.2,,
141,968,PIPO,13.9,41.1,72.8,4162.481086,,,,,,,74,4300.83671,40.14,1.2,,
141,969,PIPO,18.3,43.2,86.4,5862.960922,,,,,,,88.3,6123.657914,28.59,1.9,,
141,972,PIPO,35,36.6,79.3,4938.964325,,,,,,,79.9,5013.985494,30.82,0.6,,
141,973,PIPO,48.4,42.6,57.8,2623.887384,,,,,,,61.1,2932.053801,32.23,3.3,,
141,974,PIPO,45,48.4,76.3,4572.340772,,,,,,,76.9,4644.53451,32.79,0.6,,
143,2558,PIPO,25.8,37,52.1,2131.890828,LE,2,2,2,2,2,53.8,2273.28594,20.4,1.7,,
143,2560,PIPO,30,35.3,25.4,506.7070511,LF,2,1,1,2,2,26.4,547.3906416,20.05,1,,
143,2561,PIPO,35.3,36.4,46,1661.90111,LF,2,0.5,2,2,1.5,46.5,1698.225744,20.05,0.5,,
143,2562,PIPO,15.1,8.6,41.5,1352.650844,LE,1.5,2,2,1,2,46.9,1727.568195,14.78,5.4,,
143,2563,PIPO,24.2,7.3,61,2922.464098,LE,2,2,2,2,2,63.4,3156.952375,27.75,2.4,,
143,2567,PIPO,27.3,19.9,36.8,1063.61671,LF,2,1.5,1,2,2,35.7,1000.98126,20.49,-1.1,,
143,2572,PIPO,15.3,39.6,49.7,1940.002511,LF,2,1,1,2,2,49.9,1955.647629,23.21,0.2,,
145,1933,PIPO,30.6,35.4,64.9,3308.102124,LF,1,1,2,2,2,64.1,3227.049102,24.79,-0.8,,
145,1934,PIPO,35,41,44.7,1569.294891,LF,2,1,1.5,2,1,45.3,1611.706356,21.95,0.6,,
145,1935,PIPO,39,48.6,25.6,514.7181056,LF,2,1.5,2,2,2,27.3,585.3489028,15.81,1.7,,
145,1940,PIPO,19.6,1.7,21.3,356.3269918,LP,1,1,1,2,0,21.5,363.0499944,10.48,0.2,,
145,1941,PIPO,18.4,0.5,44.2,1534.383972,LG,2,2,2,1.5,2,45.3,1611.706356,22.02,1.1,,
145,1942,PIPO,11.1,13.8,38.2,1146.083448,LG,2,1.5,2,2,2,39.1,1200.723552,17.18,0.9,,
145,1946,PIPO,22,12.6,30.9,749.905387,LG,1.5,1.5,1.5,2,2,32.5,829.5761094,18.89,1.6,,
145,1947,PIPO,21.6,11.5,37,1075.209178,LG,2,1,2,2,2,38.1,1140.090865,17.85,1.1,,
145,1948,PIPO,49.8,5.8,33.5,881.4123444,LG,2,1.5,2,2,2,36.3,1034.910432,17.14,2.8,,
145,1950,PIPO,32.6,12.5,46.4,1690.929402,LE,2,2,2,2,2,51.4,2074.988779,17.29,5,,
145,1954,PIPO,24.2,9.8,46.5,1698.225744,DSF,2,2,2,2,2,47.4,1764.599687,20.54,0.9,,
145,1956,PIPO,27.9,11.1,30,706.85775,LF,2,1,1,2,2,30.9,749.905387,18.31,0.9,,
145,1966,PIPO,39.4,9.2,26,530.92871,LF,2,2,1,2,1,29,660.5192975,10.78,3,,
145,1967,PIPO,37.6,11.1,54.1,2298.709257,LG,2,1.5,2,2,2,55.2,2393.137598,22.16,1.1,,
145,1968,PIPO,36,13.4,27.7,602.6276478,LG,2,2,1,2,2,28.1,620.15772,23.01,0.4,,
145,1969,PIPO,37,15.9,45,1590.429938,LG,2,1.5,2,2,2,46.3,1683.648767,26.31,1.3,,
145,1970,PIPO,35.1,16.6,40.6,1294.617823,LG,2,2,1,2,2,42.5,1418.624234,24.59,1.9,,
145,1971,PIPO,43.8,18.3,25.5,510.7047244,LF,1,1,1,2,2,26.1,535.020631,14.54,0.6,,
145,1972,PIPO,45.5,13.9,27.3,585.3489028,LG,2,2,1,2,2,30.5,730.6160244,15.84,3.2,,
145,1974,PIPO,9.9,6.5,16.7,219.0395088,LF,2,1,1,2,1,16.1,203.582886,12.11,-0.6,,
145,1975,PIPO,9.7,3.1,30.2,716.3139359,LF,1.5,1,1,2,2,31.3,769.4460768,18.43,1.1,,
145,1976,PIPO,7.8,4.5,24.9,486.954304,LG,2,2,1,2,1.5,26.4,547.3906416,15.43,1.5,,
145,1977,PIPO,8.5,3,37,1075.209178,LE,2,2,2,2,2,39.2,1206.873214,19.94,2.2,,
145,1979,PIPO,4.1,6.5,36.9,1069.40509,LF,1.5,1,1,1.5,2,38.7,1176.281982,18.81,1.8,,
145,1981,PIPO,2.3,3,36.1,1023.537876,LF,1.5,1,1,2,2,36.6,1052.087075,17.48,0.5,,
145,1988,PIPO,9,40.1,25,490.8734375,LG,2,2,1.5,2,2,26.7,559.9020238,12.77,1.7,,
145,1991,PIPO,5,14.8,35.5,989.7971994,LF,2,1,1,2,2,35.8,1006.596852,18.17,0.3,,
145,1992,PIPO,5.5,14.8,43,1452.199978,DFI,1.5,1,2,1.5,2,45.5,1625.969174,21.13,2.5,,
145,1993,PIPO,7.5,14.8,29.4,678.8661831,LF,2,1,1,2,2,31.2,764.5373424,20.78,1.8,,
145,1994,PIPO,18.5,11.3,40.1,1262.927034,LE,2,2,2,2,2,42,1385.44119,16.64,1.9,,
145,1995,PIPO,18,14.3,28,615.75164,LF,1.5,1,1,2,1,29.1,665.082457,11.34,1.1,,
145,1996,PIPO,47.1,17,39.5,1225.416449,LE,2,2,2,2,2,41,1320.253198,20.5,1.5,,
147,251,pipo,50,48,66.3,3452.363937,LG,2,2,2,2,1,65.8,3400.488432,24.64,-0.5,,
147,342,PIPO,1,10.6,59.9,2818.014084,LF,1,1,1,2,2,59.6,2789.857584,29.94,-0.3,,
147,344,PIPO,10.9,0.9,33.4,876.1580351,LF,1,1,1,2,1,33.1,860.489355,20.57,-0.3,,
147,346,PIPO,16.4,1.5,25.9,526.852497,LF,2,1,1,2,2,26,530.92871,19.17,0.1,,
147,347,PIPO,17.4,3,40.1,1262.927034,DSL,,,,,,,0,,,,
147,349,PIPO,22.6,0.2,38,1134.11399,LG,2,2,1,2,2,38.6,1170.210859,25.29,0.6,,
147,352,PIPO,32.1,1.6,45,1590.429938,LG,2,2,2,2,2,46.1,1669.134621,29.33,1.1,,
147,353,PIPO,30.8,1.1,26.2,539.1282599,LF,2,2,1,2,1,26.3,543.2515968,14.29,0.1,,
147,356,PIPO,49.5,7,25.2,498.7588284,LF,2,1,1,2,2,26.8,564.1039004,17.4,1.6,,
147,358,PIPO,45.3,0.2,30,706.85775,2,2,1,1,2,1,30.3,721.0655908,13.85,0.3,,
147,984,PIPO,44.5,34.7,56.7,2524.966569,LE,1,2,2,0,2,57.2,2569.694956,25.5,0.5,,
147,985,PIPO,36,17,47,1734.943078,LG,2,1,2,2,2,48.3,1832.245974,27.85,1.3,,
147,986,PIPO,36.6,26.5,26.5,551.5453944,LG,2,1,2,0,2,28.2,624.5795079,15.19,1.7,,
147,988,PIPO,31.3,20.1,37.4,1098.582607,LF,1,1,2,2,0,37.4,1098.582607,21.13,0,,
147,989,PIPO,28.2,21.4,45.6,1633.124146,LF,2,2,1,2,2,46.6,1705.537795,25.09,1,,
147,990,PIPO,30.1,21.8,28.1,620.15772,LF,1,1,1,0,1,28.1,620.15772,23.06,0,,DSF
147,1350,PIPO,30.8,32,15.3,183.8537008,LF,1,2,1,0,2,15.8,196.0666319,11.55,0.5,,DSL
147,1358,PIPO,29,29,29.7,692.7912808,LF,1,1,2,0,0,30.2,716.3139359,10.19,0.5,,DSL
147,1493,PIPO,27.8,31.7,19.8,307.9072359,LF,0,0,2,2,0,20.1,317.308444,9.03,0.3,,
147,1494,PIPO,29.1,26.3,41.6,1359.177498,DSL,,,,,,,0,,,,
147,1704,PIPO,28.8,42.6,61.1,2932.053801,LG,,,,,,,0,,,,
149,501,PIPO,6,4.1,44.5,1555.283399,LF,2,1,1,2,1,46.3,1683.648767,20.57,1.8,,
149,502,PIPO,10.7,7.5,37.5,1104.465234,LP,2,1,1,2,1,38.2,1146.083448,20.64,0.7,,
149,503,PIPO,34.3,3.5,52.9,2197.864218,LG,1,1,2,2,2,54.3,2315.736675,20.22,1.4,,
149,504,PIPO,45.4,4.7,83.8,5515.40682,DSF,,,,,,,0,0,,,
149,505,PIPO,47.8,13.6,53.4,2239.608095,LE,2,2,2,2,2,55.6,2427.946416,17.9,2.2,,
149,506,PIPO,41.3,20,50,1963.49375,LG,2,1,2,2,2,50,1963.49375,19.47,0,,
149,507,PIPO,45.8,23,47.2,1749.739966,LG,1,2,2,2,2,48.2,1824.666888,22.11,1,,
149,509,PIPO,40.9,26.9,38.1,1140.090865,LF,1,1,1,2,2,38.8,1182.368812,20.88,0.7,,
149,510,PIPO,41.8,28.1,48.5,1847.451269,LG,2,2,1,2,2,50.3,1987.126361,23.45,1.8,,
149,511,PIPO,40.9,29.4,50.3,1987.126361,LG,2,2,1,2,2,52,2123.71484,17.84,1.7,,
149,512,PIPO,38.5,29.5,44.9,1583.369214,DSF,,,,,,,0,0,,,
149,513,PIPO,44.9,36.8,43.8,1506.73798,LE,2,2,2,2,2,47.2,1749.739966,19.77,3.4,,
149,518,PIPO,5.8,29.2,46.4,1690.929402,LF,2,1,1,2,2,47.8,1794.507624,23.09,1.4,,
149,519,PIPO,3.1,23.1,57.9,2632.974433,LF,1,2,1,2,2,58.9,2724.708861,25.72,1,,
149,520,PIPO,3.7,20.4,53.5,2248.003994,DSF,,,,,,,0,0,,,
149,524,PIPO,22,23,28,615.75164,LG,1,2,2,1,2,33.9,902.586661,15.76,5.9,,
151,259,PIPO,24.5,10.6,55.2,2393.137598,LE,2,2,1.5,2,2,61.3,2951.280332,33.2,6.1,,
151,2101,PIPO,2.6,4.5,53.6,2256.415602,LE,2,2,2,2,2,55.7,2436.68789,34,2.1,,
151,2102,PIPO,9.5,8.8,46.7,1712.865554,LF,2,1,1,2,2,48.1,1817.10351,29.34,1.4,,
151,2103,PIPO,8.4,4.1,51.1,2050.837806,LE,2,2,2,2,2,53.1,2214.514645,36.39,2,,
151,2105,PIPO,10.9,7.7,43.9,1513.625916,LG,1.5,2,2,1.5,2,45,1590.429938,27.27,1.1,,
151,2106,PIPO,11.9,8.5,28.7,646.9240668,LF,1,1.5,2,2,0,30,706.85775,13.1,1.3,,
151,2107,PIPO,13.5,10.1,51.1,2050.837806,LG,1.5,2,2,2,2,53.1,2214.514645,31.52,2,,
151,2110,PIPO,41.6,13.9,76.1,4548.401856,LG,2,2,1.5,2,0,76.3,4572.340772,21.74,0.2,,
151,2111,PIPO,48.9,7.1,72.9,4173.924328,LF,1,1,1,2,1.5,72.6,4139.641727,40.41,-0.3,,
151,2112,PIPO,31.6,2.9,83.7,5502.251412,DSI,,,,,,,0,0,,,
151,2113,PIPO,1,4.3,25.8,522.7919919,LP,2,1,1,2,1,26,530.92871,14.93,0.2,,
151,2114,PIPO,2.2,8.3,35.8,1006.596852,LF,2,1,1,2,2,37.1,1081.028973,26.88,1.3,,
151,2116,PIPO,3.4,9.4,20.5,330.0632994,LF,1,1,1,2,2,22.7,404.7074778,13.71,2.2,,
151,2117,PIPO,5.3,9,37.5,1104.465234,LF,1,1,1,2,2,39.2,1206.873214,22.06,1.7,,
151,2119,PIPO,9.5,3.1,67.4,3567.872347,LF,1,1,2,2,2,67,3525.649378,28.66,-0.4,,
151,2575,PIPO,5.7,49.3,40.1,1262.927034,DSF,,,,,,,0,0,,,
151,2576,PIPO,14.9,49,42.5,1418.624234,LF,1,1.5,2,1.5,2,43.1,1458.96225,21.52,0.6,,
151,2577,PIPO,16.7,44.3,61.5,2970.569694,LG,2,1.5,2,2,2,63.3,3147.001389,30.01,1.8,,
151,2579,PIPO,46.1,48.2,53.5,2248.003994,LE,2,2,2,2,2,56.4,2498.318032,28.43,2.9,,
151,2580,PIPO,41.9,42.8,29.9,702.153219,LF,2,2,1,2,1,30.9,749.905387,17.13,1,,
151,2581,PIPO,42,45.3,36.6,1052.087075,LG,1.5,2,2,1.5,1.5,38.3,1152.091739,25.66,1.7,,
151,2584,PIPO,31.4,18.4,64,3216.98816,LE,2,2,1.5,2,2,65.5,3369.551624,29.02,1.5,,
151,2587,PIPO,41.7,1.8,25,490.8734375,LG,2,2,1,2,2,30.7,740.2292898,23.9,5.7,,
151,2591,PIPO,28.4,0.4,50,1963.49375,LP,1,1,1,2,1,50,1963.49375,32.16,0,,
151,2593,PIPO,25.6,4.6,70.8,3936.914924,LE,2,2,2,2,2,72,4071.50064,34.43,1.2,,
151,2594,PIPO,25.9,2.8,75.4,4465.110451,LE,2,2,2,2,2,75.8,4512.611292,39.57,0.4,,
151,2596,PIPO,24.9,10.8,59.7,2799.227376,LE,2,2,1.5,2,2,61.5,2970.569694,31.02,1.8,,
151,2597,PIPO,17.9,10.3,52.1,2131.890828,LE,2,1.5,1,2,2,53,2206.181578,37.74,0.9,,
151,2599,PIPO,2,2.1,29,660.5192975,LG,2,2,1,2,2,30,706.85775,28.03,1,,x
151,2600,PIPO,3.8,0.5,33.9,902.586661,LF,2,2,2,2,0,35.7,1000.98126,20.98,1.8,,x
154,363,PIPO,50,19.2,24.9,486.954304,LG,2,2,1,2,2,51.7,2099.281124,18.75,26.8,,x
154,365,PIPO,39.7,17.7,17.7,246.0571828,LE,2,2,1,2,1,42.2,1398.667284,17.11,24.5,,x
154,366,PIPO,38,20.9,19.2,289.5289344,LG,2,1,1,2,1,31.9,799.22835,8.4,12.7,,x
154,367,PIPO,33.6,19.4,19.4,295.5922031,LG,2,2,2,2,1,40,1256.636,17.49,20.6,,x
154,372,PIPO,24,16.7,16.7,219.0395088,LG,1,1,1,2,2,48.2,1824.666888,14.93,31.5,,x
154,373,PIPO,11,22.2,22.2,387.0753039,LE,2,2,2,2,1,50.9,2034.815697,16.81,28.7,,x
154,374,PIPO,10.7,24,24,452.38896,DSL,,,,,,,0,,,,x
154,376,PIPO,4,23,23,415.4752775,LE,2,2,2,2,2,38.5,1164.155444,17.09,15.5,,x
154,377,PIPO,4.3,18.5,18.5,268.8022944,LG,2,2,2,2,2,41.3,1339.644662,15.03,22.8,,x
154,393,PIPO,46.1,36.1,34,907.91951,LG,2,2,1,2,2,34.3,924.0123048,11.36,0.3,,x
154,396,PIPO,48.2,34.3,51.9,2115.55456,LG,1,1,1,2,0,52.6,2173.006387,7.37,0.7,,x
154,399,PIPO,35.8,42.5,45.3,1611.706356,LG,2,2,1,2,2,47.4,1764.599687,16.15,2.1,,x
154,400,PIPO,29.8,46.7,31.9,799.22835,LG,2,2,2,2,2,33.3,870.9194338,8.82,1.4,,x
154,1720,PIPO,16.9,22,3.9,11.94589598,LF,1,1,0,2,0,10,78.53975,2.49,6.1,,x
154,1721,PIPO,23.5,19.8,6.8,36.3167804,LG,2,1,1,2,2,8.3,54.10603378,3.55,1.5,,x
154,1723,PIPO,22.2,20.2,12,113.09724,LG,1,2,1,2,2,12.5,122.7183594,7.58,0.5,,x
154,1726,PIPO,15.1,18,7.5,44.17860938,LG,2,2,0,2,2,8.6,58.0879991,4.44,1.1,,x
154,1728,PIPO,19.1,24.4,10,78.53975,LG,2,2,1,2,2,10.8,91.6087644,4.44,0.8,,x
154,1729,PIPO,16.6,21.9,16.8,221.6705904,LE,2,1,1,2,2,18,254.46879,8.1,1.2,,x
154,1730,PIPO,22.6,23,10.8,91.6087644,LF,2,1,1,2,2,12.4,120.7627196,8.11,1.6,,x
154,1731,PIPO,18.1,24.6,8.5,56.74496938,LF,1,1,1,2,1,8.9,62.21133598,5.01,0.4,,x
154,1732,PIPO,18.8,42.5,42.3,1405.303893,LE,2,2,2,2,2,44.3,1541.33474,16.55,2,,x
154,1733,PIPO,18.2,36.2,47.5,1772.053109,LE,2,1,1,2,2,47.8,1794.507624,11.81,0.3,,x
154,1734,PIPO,13.4,40.4,28.5,637.9391194,LG,2,2,2,2,2,29.7,692.7912808,11.23,1.2,,x
154,1735,PIPO,10.7,42.7,29.5,683.4921744,LG,2,2,1,2,2,54.9,2367.195919,15.8,25.4,,x
154,1736,PIPO,10.3,45.5,38.5,1164.155444,LF,1,1,2,2,2,39.2,1206.873214,13.79,0.7,,x
154,1738,PIPO,6.4,48.4,27.9,611.361268,LF,2,1,1,2,2,29.1,665.082457,11.43,1.2,,x
154,1739,PIPO,7.6,47.3,30.6,735.4148031,LP,2,1,1,2,1,30.6,735.4148031,14.56,0,,x
154,1740,PIPO,6.5,48.5,28.6,642.4237391,LF,2,2,1,2,2,30.5,730.6160244,14.68,1.9,,x
154,1741,PIPO,5.5,43.9,32.8,844.9620464,LF,2,1,2,2,1,32.6,834.6890471,12.75,-0.2,,x
154,1742,PIPO,1,48.5,38.7,1176.281982,LE,2,2,2,2,2,40.2,1269.233776,16.71,1.5,,x
154,1745,PIPO,44.9,-2.5,45.2,1604.598508,LG,2,2,2,2,2,46.7,1712.865554,17.36,1.5,,x
154,1746,PIPO,19,4,49.7,1940.002511,LE,2,1,2,2,2,50.2,1979.233116,17.84,0.5,,x
154,1747,PIPO,35.5,11.1,43.5,1486.168419,LF,2,2,2,2,2,44.2,1534.383972,18.82,0.7,,x
154,1748,PIPO,31,8.8,29.9,702.153219,LG,2,1,1,2,2,31.3,769.4460768,15.64,1.4,,x
154,1749,PIPO,24.6,7,38,1134.11399,LF,2,1,1,2,1,37.7,1116.277613,16.3,-0.3,,x
154,1752,PIPO,5.5,3.7,38.2,1146.083448,LF,2,2,1,2,2,40.3,1275.556226,17.31,2.1,,x
