plot,Tree number,Species,X coord,Y coord,T1_DBH,T1_BasalArea,Tree CX code,Leaf Cx,Leaf Density,Stem,Insects,Meristem,T2_DBH,T2_BasalArea,Tree height,DBH_inc,,
154,1753,PIPO,3.2,4.9,33.2,865.6965404,LF,2,1,1,2,1,33.5,881.4123444,12.62,0.3,,x
154,1754,PIPO,1.7,3,28.5,637.9391194,LG,2,2,2,2,2,30.2,716.3139359,14.24,1.7,,x
154,1756,PIPO,15.1,22.1,8,50.26544,LG,2,1,1,2,2,10.1,80.11839898,5.69,2.1,,x
156,533,PIPO,2.9,6,61.3,2951.280332,LG,1.5,2,1.5,0,2,61.6,2980.237938,29.86,0.3,,x
156,538,PIPO,31.6,8.9,61.6,2980.237938,LG,2,2,1.5,2,2,62.3,3048.355463,30.39,0.7,,x
156,540,PIPO,38,1.4,65,3318.304438,LG,1.5,2,1.5,2,2,66.3,3452.363937,26.71,1.3,,x
156,541,PIPO,43,10.4,63.1,3127.14654,LP,1.5,2,1,2,2,63.3,3147.001389,21.76,0.2,,x
156,545,PIPO,39.2,26.2,82.3,5319.725033,LE,2,2,2,2,2,83,5410.603378,31.9,0.7,,x
156,546,PIPO,39.3,23.8,65.8,3400.488432,LF,1.5,1.5,1.5,2,2,66.4,3462.786162,30.85,0.6,,x
156,547,PIPO,36.8,25.3,64.3,3247.21811,LG,2,1.5,1,2,2,65.5,3369.551624,42.82,1.2,,x
156,549,PIPO,48,31.4,39,1194.589598,LP,1,1,1,2,0,40,1256.636,14.12,1,,DSL
156,550,PIPO,47.4,32.6,59.9,2818.014084,LF,1,1.5,2,2,2,60.2,2846.311956,25.92,0.3,,DFI
156,551,PIPO,38.3,34.3,39.9,1250.360674,LE,2,2,2,2,2,42.4,1411.95621,22.94,2.5,,x
156,554,PIPO,28.3,23.6,39.5,1225.416449,LG,2,1.5,2,2,2,41.2,1333.165132,26.85,1.7,,
156,559,PIPO,20.3,33.4,37.2,1086.864476,LG,1,1.5,2,2,2,39.1,1200.723552,22.02,1.9,,
156,561,PIPO,17.5,26.1,34.8,951.1477884,LG,1.5,2,2,2,2,37.9,1128.152823,21.77,3.1,,
156,566,PIPO,34.4,35.2,30.1,711.577989,LF,1.5,1.5,1,2,2,33.3,870.9194338,21.01,3.2,,
156,569,PIPO,35.7,36.4,34.7,945.6892758,LP,1,1,1,2,2,37.3,1092.715688,20.13,2.6,,
156,570,PIPO,49.8,20.5,27.7,602.6276478,LF,1,1,1,2,2,31.9,799.22835,17.78,4.2,,
156,571,PIPO,37.6,33.8,28,615.75164,LP,2,1,1,2,0,28.6,642.4237391,11.61,0.6,,
156,572,PIPO,30.6,27.9,27.9,611.361268,LE,2,2,2,2,2,33.5,881.4123444,16.95,5.6,,
156,574,PIPO,2.1,24.8,26.2,539.1282599,LG,2,2,1,2,1,29.2,669.6613244,23.82,3,,
156,575,PIPO,25.9,24.6,11.4,102.0702591,LF,2,1.5,1.5,2,2,14.3,160.6059348,10.7,2.9,,
156,576,PIPO,27.8,24.2,12.6,124.6897071,,2,1,1.5,2,2,15.1,179.078484,11.01,2.5,,
156,577,PIPO,27.6,27.7,10.3,83.32282078,LF,2,1,1,2,2,12.1,114.990048,10.51,1.8,,
156,580,PIPO,30.8,28,14.7,169.7165458,LG,2,2,1.5,2,2,17,226.9798775,10.34,2.3,,
156,581,PIPO,34.6,28,17.8,248.8453439,LF,1,1.5,1.5,2,2,19.4,295.5922031,13.2,1.6,,
156,582,PIPO,34.9,28,5.1,20.42818898,LF,1.5,1,1,2,2,6.1,29.22464098,5.3,1,,
156,583,PIPO,34.5,27.8,5.8,26.4207719,LP,1,1,1,2,1,5.3,22.06181578,7.35,-0.5,,
156,584,PIPO,34.6,27.4,4.9,18.85739398,LP,2,1,1,2,0.5,5.5,23.75827438,3.24,0.6,,
156,802,PIPO,0.9,26.6,32.8,844.9620464,LG,2,1.5,1.5,2,2,34,907.91951,21.04,1.2,,
156,803,PIPO,2.1,28.6,41.5,1352.650844,LG,2,2,1,2,1,42.2,1398.667284,21.43,0.7,,
156,5594,PIPO,-0.6,-2.8,63.5,3166.919069,LE,2,2,2,2,2,63.5,3166.919069,40.8,0,,
158,653,PIPO,0.8,1.2,10.5,86.59007438,LF,2,1,1,2,2,12,113.09724,6.15,1.5,,
158,654,PIPO,2,3.9,6.9,37.39277498,LP,1.5,2,1,0.5,2,7.8,47.7835839,3.12,0.9,,
158,655,PIPO,3.5,2.6,17.3,235.0616178,LF,2,1,1.5,1,2,18,254.46879,10.4,0.7,,
158,656,PIPO,3.5,4.3,11.7,107.5130638,LP,2,2,1.5,1,2,12.3,118.8227878,8.24,0.6,,
158,657,PIPO,6,1,6.7,35.25649378,LP,1,1,1,0.5,2,7,38.4844775,3.89,0.3,,
158,658,PIPO,8.4,4.6,16.6,216.4241351,LF,2,1,2,1,2,17.9,251.649213,8.51,1.3,,
158,659,PIPO,10,2.6,11.5,103.8688194,LF,2,1.5,1,1,1.5,12.2,116.8985639,5.15,0.7,,
158,660,PIPO,10,2.7,11.2,98.5202624,LF,2,1.5,1,1,1.5,11.5,103.8688194,5.04,0.3,,
158,661,PIPO,6.9,3.9,3.3,8.552978775,LP,2,0.5,1,0,2,4.2,13.8544119,0.25,0.9,,
158,663,PIPO,8.6,4,4.9,18.85739398,,2,1,1.5,0.5,2,5.5,23.75827438,0.38,0.6,,
158,667,PIPO,0.4,7.5,16.2,206.1197199,LF,1,1,1,1.5,2,17.2,232.3519964,9.56,1,,
158,669,PIPO,4.1,8.2,7.8,47.7835839,,1.5,1.5,1,1.5,2,7.1,39.59188798,0.43,-0.7,,
158,672,PIPO,4.5,5.6,12.2,116.8985639,LF,2,1.5,1.5,1,2,12.8,128.6795264,6.85,0.6,,
158,673,PIPO,5.9,7.8,9.5,70.88212438,LF,1,1,1,1,0.5,10.2,81.7127559,0.93,0.7,,
158,674,PIPO,6.2,8.8,14.3,160.6059348,LF,2,1,1,1,1.5,16.5,213.8244694,10.08,2.2,,
158,675,PIPO,4.9,8.5,13.3,138.9289638,LF,2,0.5,1,1,2,14.7,169.7165458,10.02,1.4,,
158,676,PIPO,3,9,4.8,18.0955584,LP,1,1,1,1,1,4.8,18.0955584,7.33,0,,
158,683,PIPO,28.1,9.6,37.8,1122.207364,DSF,,,,,,36.8,1063.61671,0,-1,,
158,684,PIPO,13.5,7.6,58.5,2687.826594,LF,2,1,1,2,2,58,2642.07719,20.16,-0.5,,
158,685,PIPO,12.5,9.5,64.9,3308.102124,LP,2,0.5,2,0,1,64.7,3287.744621,19.68,-0.2,,
158,688,PIPO,25.5,7.4,36.5,1046.345819,LF,1.5,2,2,1,2,37.9,1128.152823,19.86,1.4,,
158,689,PIPO,26.7,36,49.5,1924.420224,LF,2,1,2,1,2,49.2,1901.164604,23.51,-0.3,,
158,690,PIPO,40.1,19.5,51.6,2091.167968,LG,2,2,1.5,2,1.5,52.2,2140.082524,16.03,0.6,,
158,691,PIPO,36.7,2.7,64.6,3277.589431,LG,2,2,1,2,1,72,4071.50064,6.57,7.4,,
158,696,PIPO,40.2,5.6,48.8,1870.377022,LG,2,1.5,2,2,2,48.9,1878.050356,17.88,0.1,,
158,697,PIPO,20.6,42.2,66.1,3431.566611,LG,2,1,2,2,2,65.3,3349.005626,28.7,-0.8,,
158,699,PIPO,9.9,47.5,47.1,1742.333668,LE,2,2,2,2,2,48,1809.55584,21.94,0.9,,
158,705,PIPO,44.7,9.6,35,962.1119375,LF,2,1.5,2,2,2,36.1,1023.537876,15.59,1.1,,
158,708,PIPO,33.3,11.9,47.3,1757.161973,LE,2,2,2,2,2,46.6,1705.537795,18.36,-0.7,,
158,709,PIPO,32.5,3.4,35.1,967.617574,LE,2,2,1.5,2,2,35.9,1012.228152,12.19,0.8,,
158,710,PIPO,21.6,0.6,26.5,551.5453944,LF,1.5,1,2,2,1,26.2,539.1282599,6.72,-0.3,,
158,711,PIPO,22.8,6.8,31.2,764.5373424,LF,2,1,2,2,2,32.4,824.4788796,12.5,1.2,,
162,1755,PIPO,44.6,46.5,32.2,814.3315439,LP,1.5,1,1,2,1.5,32.4,824.4788796,26.79,0.2,,
162,1758,PIPO,45,46.7,26.4,547.3906416,LP,2,1,1,2,1,26.7,559.9020238,14.39,0.3,,
162,1759,PIPO,5.5,5.3,11.3,100.2874068,LG,2,1.5,1.5,2,2,14.9,174.366099,8.88,3.6,,
162,1760,PIPO,7.8,2.5,29.3,674.2558998,LG,1.5,2,1,2,2,32,804.24704,17.65,2.7,,
162,1761,PIPO,8.8,6.3,28.7,646.9240668,LG,1.5,1.5,2,2,2,31.3,769.4460768,19.4,2.6,,
162,1762,PIPO,9.1,6.3,30.4,725.8329536,LG,2,1,1.5,2,2,31.6,784.2665276,19.67,1.2,,
162,1763,PIPO,4.4,0.3,22.9,411.870303,LG,1.5,2,2,2,2,25.4,506.7070511,15.55,2.5,,
162,1764,PIPO,8.6,9.8,31.3,769.4460768,LG,1,1.5,1.5,2,2,32.8,844.9620464,18.75,1.5,,
162,1765,PIPO,8.8,9.7,9.9,76.97680898,LP,2,1,1,2,1,10.4,84.9485936,8.8,0.5,,
162,1766,PIPO,8.3,9.5,7.9,49.01665798,LP,2,1,1,2,1,8.1,51.52992998,4.57,0.2,,
162,1767,PIPO,8.1,9.8,5.6,24.6300656,LP,2,0.5,0,2,0,4.5,15.90429938,2.44,-1.1,,
162,1769,PIPO,44.7,40.1,34.8,951.1477884,LF,2,1,1.5,2,1,35.3,978.6759708,23.54,0.5,,
162,1770,PIPO,6.9,17,42.6,1425.307967,LE,2,2,2,2,2,43.8,1506.73798,21.13,1.2,,
162,1771,PIPO,45.9,40.2,26.8,564.1039004,LF,2,1.5,1.5,2,1.5,27.7,602.6276478,13.58,0.9,,
162,1773,PIPO,45,36.7,41.5,1352.650844,LG,2,1.5,2,2,2,42.5,1418.624234,22.42,1,,
162,1774,PIPO,47.6,43.7,57,2551.756478,LE,2,2,2,2,2,58.5,2687.826594,26.89,1.5,,
162,1777,PIPO,46.6,35,28.8,651.4401024,LP,1.5,1,1,2,1,29.6,688.1338736,14.9,0.8,,
162,1778,PIPO,6.5,17,43.9,1513.625916,LG,2,2,1,2,2,43.9,1513.625916,22.37,0,,
162,1787,PIPO,9.8,5.3,32.1,809.281438,LF,2,1.5,1,2,2,34.7,945.6892758,20.63,2.6,,
162,1788,PIPO,14.5,11.5,27.6,598.2843996,LF,2,1,1,2,2,30.3,721.0655908,18.12,2.7,,
162,1789,PIPO,14.8,8.3,31.7,789.2380938,LF,1.5,1,2,2,2,33.6,886.6823616,19.56,1.9,,
162,1790,PIPO,20.9,2.1,33.1,860.489355,,1.5,1,1,2,1,33.7,891.9680868,20.91,0.6,,
162,1797,PIPO,38.9,4.3,47.1,1742.333668,LG,1.5,1,2,2,2,49.2,1901.164604,26.25,2.1,,
162,1799,PIPO,0.9,16.3,45.8,1647.481212,LF,2,1,1.5,2,2,47.4,1764.599687,25.26,1.6,,
162,2664,PIPO,43.2,36.3,30.5,730.6160244,LF,2,1,1,2,2,30.9,749.905387,22.88,0.4,,
162,2666,PIPO,49,8,34.4,929.4079856,LF,2,1,0.5,2,2,32.7,839.8176928,17.32,-1.7,,
162,2667,PIPO,39,38.5,27.5,593.9568594,LP,2,0.5,0.5,2,0,27.8,606.9866039,12.86,0.3,,
162,2668,PIPO,45.5,7.4,40.8,1307.404094,LF,1.5,1.5,1.5,2,2,42.7,1432.007408,24.18,1.9,,
162,2672,PIPO,25.7,3,45.3,1611.706356,LG,1.5,2,2,2,2,46.7,1712.865554,21.68,1.4,,
162,2674,PIPO,16.7,10.1,59.4,2771.165123,LE,2,2,2,2,2,60.8,2903.331814,30.01,1.4,,
162,2675,PIPO,46.8,47.1,38.9,1188.471351,LE,2,2,1.5,2,2,40,1256.636,33.67,1.1,,
162,2679,PIPO,9.5,6.2,40.6,1294.617823,LF,2,2,1,2,2,41.8,1372.277928,18.84,1.2,,
162,2682,PIPO,48,48,38.9,1188.471351,LF,2,1,1,2,2,39.2,1206.873214,33.94,0.3,,
162,2683,PIPO,48.9,43.7,43.2,1465.74023,LF,1.5,1,1.5,2,2,43.3,1472.533919,29.58,0.1,,
162,2686,PIPO,38.3,42.2,38.8,1182.368812,LF,2,2,1,1,1,40,1256.636,24.58,1.2,,
162,2687,PIPO,38,39.7,37.3,1092.715688,LG,1.5,2,1.5,2,2,38.8,1182.368812,28.8,1.5,,
162,2689,PIPO,25.8,14.3,63.5,3166.919069,LF,1,2,2,1,1.5,64.3,3247.21811,46.32,0.8,,
162,2696,PIPO,7,14.6,37.6,1110.36357,LF,1,1,2,2,2,38.7,1176.281982,21.84,1.1,,
164,234,PIPO,46.7,49.6,33.4,876.1580351,,,,,,,32.8,844.9620464,19.08,-0.6,,
164,591,PIPO,1.8,30.5,25.4,506.7070511,,,,,,,29,660.5192975,14.22,3.6,,
164,592,PIPO,11,24.3,44.7,1569.294891,,,,,,,43.3,1472.533919,20.78,-1.4,,
164,600,PIPO,26.6,34.4,42.3,1405.303893,,,,,,,45.5,1625.969174,25.63,3.2,,
164,601,PIPO,28.1,27.7,43.4,1479.343315,,,,,,,43.3,1472.533919,24.75,-0.1,,
164,602,PIPO,29.9,28.5,37.8,1122.207364,,,,,,,40.3,1275.556226,24.13,2.5,,
164,604,PIPO,32.9,21.8,36.7,1057.844039,,,,,,,39,1194.589598,19.78,2.3,,
164,606,PIPO,35.3,27.2,40.5,1288.248249,,,,,,,41.2,1333.165132,16.48,0.7,,
164,607,PIPO,34.4,15.3,27.7,602.6276478,,,,,,,30.6,735.4148031,19.15,2.9,,
164,608,PIPO,35,23.7,28.3,629.0170038,,,,,,,30.5,730.6160244,19.1,2.2,,
164,609,PIPO,36.3,19.2,27.6,598.2843996,,,,,,,27.8,606.9866039,18.14,0.2,,
164,610,PIPO,36.5,34.3,37.7,1116.277613,,,,,,,38.9,1188.471351,28.45,1.2,,
164,614,PIPO,25.9,26.7,21.3,356.3269918,,,,,,,21.1,349.666821,11.03,-0.2,,
164,616,PIPO,26.7,30.7,20.1,317.308444,,,,,,,22.5,397.6074844,10.12,2.4,,
164,617,PIPO,18,24,5.5,23.75827438,,,,,,,7.6,45.3645596,3.15,2.1,,
164,618,PIPO,23,24,4.5,15.90429938,,,,,,,6.4,32.1698816,3.13,1.9,,
164,623,PIPO,18.6,49.3,39.8,1244.101056,,,,,,,42.9,1445.453413,22.54,3.1,,
164,627,PIPO,18.6,40.5,51.6,2091.167968,,,,,,,51.1,2050.837806,20.96,-0.5,,
164,629,PIPO,25.7,36.4,32.5,829.5761094,,,,,,,33.2,865.6965404,21.84,0.7,,
164,631,PIPO,37.7,40.7,45,1590.429938,,,,,,,44.9,1583.369214,26.28,-0.1,,
164,633,PIPO,43.4,41.4,49.8,1947.817216,,,,,,,50.7,2018.85642,19.85,0.9,,
164,635,PIPO,45.9,0.5,46.5,1698.225744,,,,,,,46.4,1690.929402,24.3,-0.1,,
164,650,PIPO,5.7,6.2,62.5,3067.958984,,,,,,,60.8,2903.331814,23.53,-1.7,,
164,651,PIPO,4.6,9.5,30,706.85775,,,,,,,32,804.24704,11.65,2,,
164,652,PIPO,3.7,14.3,46.4,1690.929402,,,,,,,46.7,1712.865554,19.18,0.3,,
164,2995,PIPO,38.5,50,57.6,2605.76041,,,,,,,57.8,2623.887384,23.8,0.2,,
166,713,PIPO,21.9,22.2,38.7,1176.281982,LP,1,1,1,1,2,38.3,1152.091739,20.88,-0.4,,
166,717,PIPO,19,19.8,7.7,46.56621778,LP,1,1,1,0,1,,0,2.07,,,
166,721,PIPO,24.9,16.5,32.4,824.4788796,LF,1.5,1,1,1,2,32.5,829.5761094,18,0.1,,
166,722,PIPO,28.4,20.7,57.5,2596.720484,LF,1.5,1.5,2,1,2,57.6,2605.76041,21.4,0.1,,
166,723,PIPO,30.3,24.9,46.8,1720.20902,LE,2,2,1,2,2,49,1885.739398,24.22,2.2,,
166,724,PIPO,32.6,24.5,40,1256.636,LP,2,0.5,1,2,0,40.7,1301.003105,16.96,0.7,,
166,725,PIPO,44.3,24.8,29.3,674.2558998,LP,2,1,1,0,0,31.2,764.5373424,10.53,1.9,,
166,726,PIPO,38.2,27.1,38.4,1158.115738,LP,2,2,1,1,0,39.2,1206.873214,14.75,0.8,,
166,729,PIPO,23.4,27.6,26,530.92871,LP,0,0,1,0.5,0,26.2,539.1282599,12.71,0.2,,
166,733,PIPO,13.5,35.5,50.2,1979.233116,LG,2,2,1.5,0.5,2,49.7,1940.002511,17.24,-0.5,,
166,735,PIPO,5,32.4,42.8,1438.722556,LP,1,0.5,2,1.5,2,41.6,1359.177498,17.38,-1.2,,
166,736,PIPO,2.6,30.6,42.8,1438.722556,LF,1,0.5,2,1.5,2,42.5,1418.624234,18.19,-0.3,,
166,737,PIPO,4.8,19.2,47.9,1802.023878,LG,2,2,2,1,1,49.2,1901.164604,17.83,1.3,,
166,738,PIPO,4.8,22.5,27.4,589.6450271,LF,2,2,0.5,0,2,27.9,611.361268,11.88,0.5,,
166,739,PIPO,4,23,49.1,1893.444147,LG,2,2,1,1,2,49,1885.739398,16.89,-0.1,,
166,740,PIPO,43,41,26.8,564.1039004,LE,2,2,2,1,2,27.7,602.6276478,11.01,0.9,,
166,741,PIPO,39,47.2,30.4,725.8329536,LP,2,1,0,1,0,31.2,764.5373424,8.71,0.8,,
166,742,PIPO,39.7,48.9,33.9,902.586661,LF,2,1,1,2,1,34,907.91951,20.37,0.1,,
166,743,PIPO,37.6,49.7,50.4,1995.035314,LF,1,1.5,2,1,2,50.9,2034.815697,21.6,0.5,,
166,744,PIPO,38.1,47.4,39.6,1231.628944,LF,2,1,1,2,1,41.3,1339.644662,17.84,1.7,,
166,745,PIPO,30.7,39.3,53.6,2256.415602,LG,2,2,1,1,2,55.1,2384.474664,22.48,1.5,,
166,746,PIPO,16.7,45.4,52,2123.71484,LF,2,1,2,2,2,52.1,2131.890828,17.36,0.1,,
166,747,PIPO,13.6,40.4,47.5,1772.053109,LG,1.5,2,1.5,2,1,47.8,1794.507624,18.69,0.3,,
166,750,PIPO,0.9,50,34.3,924.0123048,LE,2,2,2,2,2,34.6,940.2464711,15.47,0.3,,
166,758,PIPO,15.6,10.4,41.1,1326.701311,LF,2,1,2,1,2,41.2,1333.165132,22.2,0.1,,
166,759,PIPO,1.7,11.2,29,660.5192975,LG,2,2,2,0,2,31.8,794.2253679,15.42,2.8,,
166,760,PIPO,1.9,12.9,31.3,769.4460768,LP,1,1,1,2,0,31.8,794.2253679,11.22,0.5,,
166,761,PIPO,8.4,11,36.4,1040.620272,LF,2,1,1.5,1,2,38.5,1164.155444,21.89,2.1,,
166,762,PIPO,5.2,9.5,39.9,1250.360674,LG,2,1,2,2,2,40.1,1262.927034,19.57,0.2,,
166,765,PIPO,13.2,2.2,41.4,1346.139899,LG,2,2,1,2,2,42.6,1425.307967,18.33,1.2,,
166,767,PIPO,15.2,5.9,31.5,779.3106694,DSF,,,,,,,0,0,,,
166,769,PIPO,21.2,10.7,39.8,1244.101056,LF,1,1,2,1,2,40.2,1269.233776,18.71,0.4,,
166,770,PIPO,21.7,8.8,40.4,1281.894384,LG,1.5,2,1,2,2,42,1385.44119,18.02,1.6,,
166,771,PIPO,29.9,10.8,41.5,1352.650844,LP,1,1,2,1,1,41,1320.253198,15.54,-0.5,,
166,772,PIPO,28.7,0.4,62,3019.06799,LP,1,0,2,0,0,61.8,2999.621548,0.13,-0.2,,
166,775,PIPO,38.3,0.3,33.4,876.1580351,LF,2,2,1.5,2,2,34.3,924.0123048,15.92,0.9,,
166,776,PIPO,47,5.4,72.5,4128.245609,LE,2,2,2,2,2,71.6,4026.387408,29,-0.9,,
113,1423,PIFL,23.1,0.9,24.7,479.1631608,LE,,,,,,,0,,,,
127,5998,PIFL,32,20,11.3,100.2874068,,2,2,1,2,2,11.5,103.8688194,11.05,0.2,,
127,2050,PSME,4.3,27.5,40.8,1307.404094,,,,,,,,0,,,,
141,903,POTR,31.6,27.7,23.5,433.7357694,,,,,,,23.8,444.8805599,17.02,0.3,,
113,1425,PSME,25.4,1.8,29.3,674.2558998,LE,1,1,2,2,1,33.9,902.586661,17.17,4.6,,
113,1427,PSME,29.8,7.5,30.6,735.4148031,LE,2,2,2,2,2,35,962.1119375,15.64,4.4,,
113,1432,PSME,33,15.4,33,855.2978775,LE,1,2,2,2,2,33.9,902.586661,21.16,0.9,,
113,5643,PSME,47.5,0.8,27.2,581.0684864,LE,,,,,,,0,,,,
127,2016,PSME,38.1,18.3,24.5,471.4348494,,2,2,1,2,1,26.6,555.7158551,19.14,2.1,,
127,2018,PSME,41.6,19.8,21.5,363.0499944,,2,2,1,2,2,24,452.38896,16.32,2.5,,
127,2043,PSME,13,15.6,24.5,471.4348494,,2,2,1,2,2,29,660.5192975,13.22,4.5,,
127,2084,PSME,38.6,41.9,33.6,886.6823616,,2,2,1,2,2,37.2,1086.864476,25.05,3.6,,
127,2085,PSME,43.9,37.7,22.4,394.0810496,,2,2,1,2,1,22.8,408.2810364,13.37,0.4,,
127,2093,PSME,11.3,35.5,31.3,769.4460768,,2,2,1,2,2,33.8,897.2695199,16.2,2.5,,
127,2096,PSME,38.2,8.2,26.7,559.9020238,,2,1,1,2,2,26.1,535.020631,18.7,-0.6,,
127,2097,PSME,37,9,26.6,555.7158551,,2,2,1,2,1,26.4,547.3906416,20.46,-0.2,,
127,2099,PSME,36.4,6.6,24.4,467.5942556,,2,1,1,2,1,24.8,483.0508784,17.34,0.4,,
127,2192,PSME,45.6,8.5,20.6,333.2912831,,2,2,1,2,2,23.5,433.7357694,14.33,2.9,,
127,9999,PSME,26,11,33.7,891.9680868,,,,,,,,0,,,,
137,2126,PSME,39.6,1.8,20.5,330.0632994,LG,2,2,2,2,2,24.2,459.9601919,13.3,3.7,,
137,2176,PSME,24.3,27,9,63.6171975,LE,2,2,2,2,2,9.3,67.92902978,3.8,0.3,,
147,348,PSME,23.8,8.4,24.1,456.166722,LG,2,2,2,2,2,27.8,606.9866039,19.74,3.7,,
147,351,PSME,21.6,11.9,20.2,320.4735959,LF,2,1,1,2,2,22.2,387.0753039,20.43,2,,
147,355,PSME,46.1,12.7,32.2,814.3315439,LE,2,2,2,2,2,35.8,1006.596852,20.71,3.6,,
154,1716,PSME,50,4.1,56.9,2542.8108,LE,2,2,1,2,2,57.3,2578.687758,19.8,0.4,,
154,1724,PSME,15.2,23.9,5.4,22.9021911,LG,2,2,1,2,2,9.6,72.3822336,6.74,4.2,,
156,567,PSME,40,47.2,33.5,881.4123444,LE,2,2,2,2,2,37.1,1081.028973,11.57,3.6,,
158,704,PSME,45.8,8.6,53.5,2248.003994,LF,2,1,1,2,1,52.8,2189.562566,15.75,-0.7,,
164,620,PSME,9.8,40.6,32.5,829.5761094,,,,,,,35.6,995.3813756,17.85,3.1,,
164,637,PSME,33.5,3,26.9,568.321485,,,,,,,28,615.75164,23.27,1.1,,
164,640,PSME,18.7,11.9,39.5,1225.416449,,,,,,,38.4,1158.115738,21.83,-1.1,,
164,646,PSME,16.1,9.8,29,660.5192975,,,,,,,30.8,745.0594844,14.22,1.8,,
166,766,PSME,14.6,3.5,67.7,3599.704508,LE,2,2,2,2,2,69.3,3771.86364,25.43,1.6,,
154,375,UNK,10.5,25.7,25.7,518.7471948,DFI,,,,,,,0,,,,
127,5997,,,,,0,,2,2,1,2,2,24,452.38896,14.47,24,,
156,558,,,,,0,DSI,,,,,,,0,0,,,
166,71t,,,,,0,LE,2,2,2,2,2,20,314.159,8.32,20,,
